"title","authors","matched_title","matched_author","submitted","updated","score","num_reviews","id","arx_id","arx_id_match","match_type"
"Exploring the Space of Black-box Attacks on Deep Neural Networks","[""Arjun Nitin Bhagoji"", ""Warren He"", ""Bo Li"", ""Dawn Song""]","Exploring the Space of Black-box Attacks on Deep Neural Networks","Arjun Nitin Bhagoji|Warren He|Bo Li|Dawn Song","2017-12-27 04:39:02","2017-12-27 04:39:02",6,3,"SkF2D7g0b",NA,"1712.09491v1","automatic"
"VoiceLoop: Voice Fitting and Synthesis via a Phonological Loop","[""Yaniv Taigman"", ""Lior Wolf"", ""Adam Polyak"", ""Eliya Nachmani""]","VoiceLoop: Voice Fitting and Synthesis via a Phonological Loop","Yaniv Taigman|Lior Wolf|Adam Polyak|Eliya Nachmani","2017-07-20 16:18:00","2018-02-01 14:48:11",6.33333333333333,3,"SkFAWax0-",NA,"1707.06588v3","automatic"
"Nearest Neighbour Radial Basis Function Solvers for Deep Neural Networks","[""Benjamin J. Meyer"", ""Ben Harwood"", ""Tom Drummond""]",NA,NA,NA,NA,4,3,"SkFEGHx0Z",NA,NA,"automatic"
"Memory Architectures in Recurrent Neural Network Language Models","[""Dani Yogatama"", ""Yishu Miao"", ""Gabor Melis"", ""Wang Ling"", ""Adhiguna Kuncoro"", ""Chris Dyer"", ""Phil Blunsom""]",NA,NA,NA,NA,6.33333333333333,3,"SkFqf0lAZ",NA,NA,"automatic"
"Network Iterative Learning for Dynamic Deep Neural Networks via Morphism","[""Tao Wei"", ""Changhu Wang"", ""Chang Wen Chen""]",NA,NA,NA,NA,5.66666666666667,3,"SkFvV0yC-",NA,NA,"automatic"
"Simulated+Unsupervised Learning With Adaptive Data Generation and Bidirectional Mappings","[""Kangwook Lee"", ""Hoon Kim"", ""Changho Suh""]",NA,NA,NA,NA,5,3,"SkHDoG-Cb",NA,NA,"automatic"
"Regularization for Deep Learning: A Taxonomy","[""Jan Kuka\u010dka"", ""Vladimir Golkov"", ""Daniel Cremers""]","Regularization for Deep Learning: A Taxonomy","Jan Kukačka|Vladimir Golkov|Daniel Cremers","2017-10-29 20:27:51","2017-10-29 20:27:51",4.33333333333333,3,"SkHkeixAW",NA,"1710.10686v1","automatic"
"Regularization Neural Networks via Constrained Virtual  Movement Field","[""Zhendong Zhang"", ""Cheolkon Jung""]",NA,NA,NA,NA,5.33333333333333,3,"SkHl6MWC-",NA,NA,"automatic"
"Recurrent Relational Networks for complex relational reasoning","[""Rasmus Berg Palm"", ""Ulrich Paquet"", ""Ole Winther""]",NA,NA,NA,NA,4.33333333333333,3,"SkJKHMW0Z",NA,NA,"automatic"
"Word2net: Deep Representations of Language","[""Maja Rudolph"", ""Francisco Ruiz"", ""David Blei""]",NA,NA,NA,NA,4.33333333333333,3,"SkJd_y-Cb",NA,NA,"automatic"
"Training Deep AutoEncoders for Recommender Systems","[""Oleksii Kuchaiev"", ""Boris Ginsburg""]",NA,NA,NA,NA,4.33333333333333,3,"SkNQeiRpb",NA,NA,"automatic"
"A Flexible Approach to Automated RNN Architecture Generation","[""Martin Schrimpf"", ""Stephen Merity"", ""James Bradbury"", ""Richard Socher""]","A Flexible Approach to Automated RNN Architecture Generation","Martin Schrimpf|Stephen Merity|James Bradbury|Richard Socher","2017-12-20 04:20:40","2017-12-20 04:20:40",5,3,"SkOb1Fl0Z",NA,"1712.07316v1","automatic"
"Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior","[""Charles H. Martin"", ""Michael W. Mahoney""]","Rethinking generalization requires revisiting old ideas: statistical mechanics approaches and complex learning behavior","Charles H. Martin|Michael W. Mahoney","2017-10-26 06:08:39","2019-02-17 05:57:09",5.33333333333333,3,"SkPoRg10b",NA,"1710.09553v2","automatic"
"GeoSeq2Seq: Information Geometric Sequence-to-Sequence Networks","[""Alessandro Bay"", ""Biswa Sengupta""]","GeoSeq2Seq: Information Geometric Sequence-to-Sequence Networks","Alessandro Bay|Biswa Sengupta","2017-10-25 17:52:14","2018-01-05 20:08:06",4.66666666666667,3,"SkRsFSRpb",NA,"1710.09363v2","automatic"
"Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play","[""Sainbayar Sukhbaatar"", ""Zeming Lin"", ""Ilya Kostrikov"", ""Gabriel Synnaeve"", ""Arthur Szlam"", ""Rob Fergus""]","Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play","Sainbayar Sukhbaatar|Zeming Lin|Ilya Kostrikov|Gabriel Synnaeve|Arthur Szlam|Rob Fergus","2017-03-15 22:27:43","2018-04-27 20:58:12",7,3,"SkT5Yg-RZ",NA,"1703.05407v5","automatic"
"Coulomb GANs: Provably Optimal Nash Equilibria via Potential Fields","[""Thomas Unterthiner"", ""Bernhard Nessler"", ""Calvin Seward"", ""G\u00fcnter Klambauer"", ""Martin Heusel"", ""Hubert Ramsauer"", ""Sepp Hochreiter""]","Coulomb GANs: Provably Optimal Nash Equilibria via Potential Fields","Thomas Unterthiner|Bernhard Nessler|Calvin Seward|Günter Klambauer|Martin Heusel|Hubert Ramsauer|Sepp Hochreiter","2017-08-29 15:22:03","2018-01-30 11:54:35",6.33333333333333,3,"SkVqXOxCb",NA,"1708.08819v3","automatic"
"Weighted Transformer Network for Machine Translation","[""Karim Ahmed"", ""Nitish Shirish Keskar"", ""Richard Socher""]","Weighted Transformer Network for Machine Translation","Karim Ahmed|Nitish Shirish Keskar|Richard Socher","2017-11-06 19:35:00","2017-11-06 19:35:00",6.33333333333333,3,"SkYMnLxRW",NA,"1711.02132v1","automatic"
"Compact Encoding of Words for Efficient Character-level Convolutional Neural Networks Text Classification","[""Wemerson Marinho"", ""Luis Marti"", ""Nayat Sanchez-pi""]",NA,NA,NA,NA,3,3,"SkYXvCR6W",NA,NA,"automatic"
"SQLNet: Generating Structured Queries From Natural Language Without Reinforcement Learning","[""Xiaojun Xu"", ""Chang Liu"", ""Dawn Song""]","SQLNet: Generating Structured Queries From Natural Language Without Reinforcement Learning","Xiaojun Xu|Chang Liu|Dawn Song","2017-11-13 06:41:29","2017-11-13 06:41:29",5.33333333333333,3,"SkYibHlRb",NA,"1711.04436v1","automatic"
"Learning Deep Generative Models With Discrete Latent Variables","[""Hengyuan Hu"", ""Ruslan Salakhutdinov""]",NA,NA,NA,NA,4.33333333333333,3,"SkZ-BnyCW",NA,NA,"automatic"
"Can Neural Networks Understand Logical Entailment?","[""Richard Evans"", ""David Saxton"", ""David Amos"", ""Pushmeet Kohli"", ""Edward Grefenstette""]","Can Neural Networks Understand Logical Entailment?","Richard Evans|David Saxton|David Amos|Pushmeet Kohli|Edward Grefenstette","2018-02-23 14:04:30","2018-02-23 14:04:30",6,3,"SkZxCk-0Z",NA,"1802.08535v1","automatic"
"Network of Graph Convolutional Networks Trained on Random Walks","[""Sami Abu-El-Haija"", ""Amol Kapoor"", ""Bryan Perozzi"", ""Joonseok Lee""]",NA,NA,NA,NA,5.33333333333333,3,"SkaPsfZ0W",NA,NA,"automatic"
"A Scalable Laplace Approximation for Neural Networks","[""Hippolyt Ritter"", ""Aleksandar Botev"", ""David Barber""]",NA,NA,NA,NA,7,3,"Skdvd2xAZ",NA,NA,"automatic"
"Statestream: A toolbox to explore layerwise-parallel deep neural networks","[""Volker Fischer""]",NA,NA,NA,NA,4.33333333333333,3,"SkfNU2e0Z",NA,NA,"automatic"
"Building effective deep neural networks one feature at a time","[""Martin Mundt"", ""Tobias Weis"", ""Kishore Konda"", ""Visvanathan Ramesh""]",NA,NA,NA,NA,5.66666666666667,3,"SkffVjUaW",NA,NA,"automatic"
"Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training","[""Yujun Lin"", ""Song Han"", ""Huizi Mao"", ""Yu Wang"", ""Bill Dally""]","Deep Gradient Compression: Reducing the Communication Bandwidth for Distributed Training","Yujun Lin|Song Han|Huizi Mao|Yu Wang|William J. Dally","2017-12-05 19:48:11","2020-06-23 03:28:30",6.66666666666667,3,"SkhQHMW0W",NA,"1712.01887v3","automatic"
"Spontaneous Symmetry Breaking in Deep Neural Networks","[""Ricky Fok"", ""Aijun An"", ""Xiaogang Wang""]",NA,NA,NA,NA,3,3,"SkiCjzNTZ",NA,NA,"automatic"
"Stabilizing Adversarial Nets with Prediction Methods","[""Abhay Yadav"", ""Sohil Shah"", ""Zheng Xu"", ""David Jacobs"", ""Tom Goldstein""]","Stabilizing Adversarial Nets With Prediction Methods","Abhay Yadav|Sohil Shah|Zheng Xu|David Jacobs|Tom Goldstein","2017-05-20 22:27:19","2018-02-08 21:57:54",6.66666666666667,3,"Skj8Kag0Z",NA,"1705.07364v3","automatic"
"Some Considerations on Learning to Explore via Meta-Reinforcement Learning","[""Bradly Stadie"", ""Ge Yang"", ""Rein Houthooft"", ""Xi Chen"", ""Yan Duan"", ""Yuhuai Wu"", ""Pieter Abbeel"", ""Ilya Sutskever""]","Some Considerations on Learning to Explore via Meta-Reinforcement Learning","Bradly C. Stadie|Ge Yang|Rein Houthooft|Xi Chen|Yan Duan|Yuhuai Wu|Pieter Abbeel|Ilya Sutskever","2018-03-03 07:13:43","2019-01-11 20:26:59",5.66666666666667,3,"Skk3Jm96W",NA,"1803.01118v2","automatic"
"Egocentric Spatial Memory Network","[""Mengmi Zhang"", ""Keng Teck Ma"", ""Joo Hwee Lim"", ""Shih-Cheng Yen"", ""Qi Zhao"", ""Jiashi Feng""]",NA,NA,NA,NA,4,3,"SkmM6M_pW",NA,NA,"automatic"
"Challenges in Disentangling Independent Factors of Variation","[""Attila  Szabo"", ""Qiyang  Hu"", ""Tiziano  Portenier"", ""Matthias  Zwicker"", ""Paolo  Favaro""]","Challenges in Disentangling Independent Factors of Variation","Attila Szabó|Qiyang Hu|Tiziano Portenier|Matthias Zwicker|Paolo Favaro","2017-11-07 01:13:04","2017-11-07 01:13:04",5.33333333333333,3,"SkmiegW0b",NA,"1711.02245v1","automatic"
"Continuous-fidelity Bayesian Optimization with Knowledge Gradient","[""Jian Wu"", ""Peter I. Frazier""]",NA,NA,NA,NA,5,3,"SknC0bW0-",NA,NA,"automatic"
"Towards Synthesizing Complex Programs From Input-Output Examples","[""Xinyun Chen"", ""Chang Liu"", ""Dawn Song""]","Towards Synthesizing Complex Programs from Input-Output Examples","Xinyun Chen|Chang Liu|Dawn Song","2017-06-05 11:44:35","2018-03-08 00:22:59",6.66666666666667,3,"Skp1ESxRZ",NA,"1706.01284v4","automatic"
"Variational Bi-LSTMs","[""Samira Shabanian"", ""Devansh Arpit"", ""Adam Trischler"", ""Yoshua Bengio""]","Variational Bi-LSTMs","Samira Shabanian|Devansh Arpit|Adam Trischler|Yoshua Bengio","2017-11-15 18:30:05","2017-11-15 18:30:05",5.66666666666667,3,"SkqV-XZRZ",NA,"1711.05717v1","automatic"
"Learning Representations for Faster Similarity Search","[""Ludwig Schmidt"", ""Kunal Talwar""]",NA,NA,NA,NA,4,3,"SkrHeXbCW",NA,NA,"automatic"
"Learning Deep ResNet Blocks Sequentially using Boosting Theory","[""Furong Huang"", ""Jordan T. Ash"", ""John Langford"", ""Robert E. Schapire""]","Learning Deep ResNet Blocks Sequentially using Boosting Theory","Furong Huang|Jordan Ash|John Langford|Robert Schapire","2017-06-15 16:59:07","2018-06-14 17:45:52",4.66666666666667,3,"SksY3deAW",NA,"1706.04964v4","automatic"
"CyCADA: Cycle-Consistent Adversarial Domain Adaptation","[""Judy Hoffman"", ""Eric Tzeng"", ""Taesung Park"", ""Jun-Yan Zhu"", ""Phillip Isola"", ""Kate Saenko"", ""Alyosha Efros"", ""Trevor Darrell""]","CyCADA: Cycle-Consistent Adversarial Domain Adaptation","Judy Hoffman|Eric Tzeng|Taesung Park|Jun-Yan Zhu|Phillip Isola|Kate Saenko|Alexei A. Efros|Trevor Darrell","2017-11-08 23:54:52","2017-12-29 05:00:37",6.33333333333333,3,"SktLlGbRZ",NA,"1711.03213v3","automatic"
"Soft Value Iteration Networks for Planetary Rover Path Planning","[""Max Pflueger"", ""Ali Agha"", ""Gaurav S. Sukhatme""]",NA,NA,NA,NA,3.33333333333333,3,"Sktm4zWRb",NA,NA,"automatic"
"Learning Non-Metric Visual Similarity for Image Retrieval","[""Noa Garcia"", ""George Vogiatzis""]","Learning Non-Metric Visual Similarity for Image Retrieval","Noa Garcia|George Vogiatzis","2017-09-05 12:39:30","2019-04-10 02:06:00",4.66666666666667,3,"Skvd-myR-",NA,"1709.01353v2","automatic"
"Temporal Difference Models: Model-Free Deep RL for Model-Based Control","[""Vitchyr Pong*"", ""Shixiang Gu*"", ""Murtaza Dalal"", ""Sergey Levine""]","Temporal Difference Models: Model-Free Deep RL for Model-Based Control","Vitchyr Pong|Shixiang Gu|Murtaza Dalal|Sergey Levine","2018-02-25 21:14:44","2020-02-24 06:34:11",6,3,"Skw0n-W0Z",NA,"1802.09081v2","automatic"
"A novel method to determine the number of latent dimensions with SVD","[""Asana Neishabouri"", ""Michel Desmarais""]",NA,NA,NA,NA,2,3,"SkwAEQbAb",NA,NA,"automatic"
"A Boo(n) for Evaluating Architecture Performance","[""Ondrej Bajgar"", ""Rudolf Kadlec"", ""and Jan Kleindienst""]","A Boo(n) for Evaluating Architecture Performance","Ondrej Bajgar|Rudolf Kadlec|Jan Kleindienst","2018-07-05 12:33:31","2018-07-23 11:14:20",4.66666666666667,3,"Skx5txzb0W",NA,"1807.01961v2","automatic"
"A Bayesian Nonparametric Topic Model with Variational Auto-Encoders","[""Xuefei Ning"", ""Yin Zheng"", ""Zhuxi Jiang"", ""Yu Wang"", ""Huazhong Yang"", ""Junzhou Huang""]",NA,NA,NA,NA,5,3,"SkxqZngC-",NA,NA,"automatic"
"AirNet: a machine learning dataset for air quality forecasting","[""Songgang Zhao"", ""Xingyuan Yuan"", ""Da Xiao"", ""Jianyuan Zhang"", ""Zhouyuan Li""]",NA,NA,NA,NA,4.33333333333333,3,"SkymMAxAb",NA,NA,"automatic"
"A PAC-Bayesian Approach to Spectrally-Normalized Margin Bounds for Neural Networks","[""Behnam Neyshabur"", ""Srinadh Bhojanapalli"", ""Nathan Srebro""]","A PAC-Bayesian Approach to Spectrally-Normalized Margin Bounds for Neural Networks","Behnam Neyshabur|Srinadh Bhojanapalli|Nathan Srebro","2017-07-29 22:36:35","2018-02-23 22:30:45",7.33333333333333,3,"Skz_WfbCZ",NA,"1707.09564v2","automatic"
"Neural Speed Reading via Skim-RNN","[""Minjoon Seo"", ""Sewon Min"", ""Ali Farhadi"", ""Hannaneh Hajishirzi""]","Neural Speed Reading via Skim-RNN","Minjoon Seo|Sewon Min|Ali Farhadi|Hannaneh Hajishirzi","2017-11-06 18:58:46","2018-03-29 03:25:36",7.33333333333333,3,"Sy-dQG-Rb",NA,"1711.02085v3","automatic"
"Bounding and Counting Linear Regions of Deep Neural Networks","[""Thiago Serra"", ""Christian Tjandraatmadja"", ""Srikumar Ramalingam""]","Bounding and Counting Linear Regions of Deep Neural Networks","Thiago Serra|Christian Tjandraatmadja|Srikumar Ramalingam","2017-11-06 19:06:12","2018-09-16 01:36:41",5.33333333333333,3,"Sy-tszZRZ",NA,"1711.02114v4","automatic"
"Emergent Complexity via Multi-Agent Competition","[""Trapit Bansal"", ""Jakub Pachocki"", ""Szymon Sidor"", ""Ilya Sutskever"", ""Igor Mordatch""]","Emergent Complexity via Multi-Agent Competition","Trapit Bansal|Jakub Pachocki|Szymon Sidor|Ilya Sutskever|Igor Mordatch","2017-10-10 17:59:41","2018-03-14 21:09:49",6.33333333333333,3,"Sy0GnUxCb",NA,"1710.03748v3","automatic"
"An empirical study on evaluation metrics of generative adversarial networks","[""Gao Huang"", ""Yang Yuan"", ""Qiantong Xu"", ""Chuan Guo"", ""Yu Sun"", ""Felix Wu"", ""Kilian Weinberger""]","An empirical study on evaluation metrics of generative adversarial networks","Qiantong Xu|Gao Huang|Yang Yuan|Chuan Guo|Yu Sun|Felix Wu|Kilian Weinberger","2018-06-19 14:01:27","2018-08-17 00:20:11",6.25,4,"Sy1f0e-R-",NA,"1806.07755v2","automatic"
"Towards better understanding of gradient-based attribution methods for Deep Neural Networks","[""Marco Ancona"", ""Enea Ceolini"", ""Cengiz \u00d6ztireli"", ""Markus Gross""]","Towards better understanding of gradient-based attribution methods for Deep Neural Networks","Marco Ancona|Enea Ceolini|Cengiz Öztireli|Markus Gross","2017-11-16 14:19:29","2018-03-07 10:49:28",6.66666666666667,3,"Sy21R9JAW",NA,"1711.06104v4","automatic"
"Unsupervised Neural Machine Translation","[""Mikel Artetxe"", ""Gorka Labaka"", ""Eneko Agirre"", ""Kyunghyun Cho""]","Unsupervised Neural Machine Translation","Mikel Artetxe|Gorka Labaka|Eneko Agirre|Kyunghyun Cho","2017-10-30 16:17:34","2018-02-26 16:54:14",6,3,"Sy2ogebAW",NA,"1710.11041v2","automatic"
"Natural Language Inference with External Knowledge","[""Qian Chen"", ""Xiaodan Zhu"", ""Zhen-Hua Ling"", ""Diana Inkpen""]",NA,NA,NA,NA,5.25,4,"Sy3XxCx0Z",NA,NA,"automatic"
"Connectivity Learning in Multi-Branch Networks","[""Karim Ahmed"", ""Lorenzo Torresani""]","Connectivity Learning in Multi-Branch Networks","Karim Ahmed|Lorenzo Torresani","2017-09-27 15:34:21","2017-12-07 16:57:45",5,3,"Sy3fJXbA-",NA,"1709.09582v2","automatic"
"DropMax: Adaptive Stochastic Softmax","[""Hae Beom Lee"", ""Juho Lee"", ""Eunho Yang"", ""Sung Ju Hwang""]",NA,NA,NA,NA,5.33333333333333,3,"Sy4c-3xRW",NA,NA,"automatic"
"On the Use of Word Embeddings Alone to Represent Natural Language Sequences","[""Dinghan Shen"", ""Guoyin Wang"", ""Wenlin Wang"", ""Martin Renqiang Min"", ""Qinliang Su"", ""Yizhe Zhang"", ""Ricardo Henao"", ""Lawrence Carin""]",NA,NA,NA,NA,6,3,"Sy5OAyZC-",NA,NA,"automatic"
"Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models","[""Jesse Engel"", ""Matthew Hoffman"", ""Adam Roberts""]","Latent Constraints: Learning to Generate Conditionally from Unconditional Generative Models","Jesse Engel|Matthew Hoffman|Adam Roberts","2017-11-15 19:45:10","2017-12-21 23:50:53",7,3,"Sy8XvGb0-",NA,"1711.05772v2","automatic"
"Transfer Learning to Learn with Multitask Neural Model Search","[""Catherine Wong"", ""Andrea Gesmundo""]","Transfer Learning to Learn with Multitask Neural Model Search","Catherine Wong|Andrea Gesmundo","2017-10-30 05:32:50","2017-10-30 05:32:50",5.33333333333333,3,"SyAbZb-0Z",NA,"1710.10776v1","automatic"
"Optimal transport maps for distribution preserving operations on latent spaces of Generative Models","[""Eirikur Agustsson"", ""Alexander Sage"", ""Radu Timofte"", ""Luc Van Gool""]","Optimal transport maps for distribution preserving operations on latent spaces of Generative Models","Eirikur Agustsson|Alexander Sage|Radu Timofte|Luc Van Gool","2017-11-06 15:51:29","2018-01-24 21:55:52",5.33333333333333,3,"SyBBgXWAZ",NA,"1711.01970v2","automatic"
"Implicit Causal Models for Genome-wide Association Studies","[""Dustin Tran"", ""David M. Blei""]","Implicit Causal Models for Genome-wide Association Studies","Dustin Tran|David M. Blei","2017-10-30 02:05:10","2017-10-30 02:05:10",5.66666666666667,3,"SyELrEeAb",NA,"1710.10742v1","automatic"
"Learning to play slot cars and Atari 2600 games in just minutes","[""Lionel Cordesses"", ""Omar Bentahar"", ""Julien Page""]",NA,NA,NA,NA,2.66666666666667,3,"SyF7Erp6W",NA,NA,"automatic"
"Simple Fast Convolutional Feature Learning","[""David Mac\u00eado"", ""Cleber Zanchettin"", ""Teresa Ludermir""]",NA,NA,NA,NA,2.66666666666667,3,"SyGT_6yCZ",NA,NA,"automatic"
"Countering Adversarial Images using Input Transformations","[""Chuan Guo"", ""Mayank Rana"", ""Moustapha Cisse"", ""Laurens van der Maaten""]","Countering Adversarial Images using Input Transformations","Chuan Guo|Mayank Rana|Moustapha Cisse|Laurens van der Maaten","2017-10-31 21:22:16","2018-01-25 19:04:48",6.33333333333333,3,"SyJ7ClWCb",NA,"1711.00117v3","automatic"
"Multi-level Residual Networks from Dynamical Systems View","[""Bo Chang"", ""Lili Meng"", ""Eldad Haber"", ""Frederick Tung"", ""David Begert""]","Multi-level Residual Networks from Dynamical Systems View","Bo Chang|Lili Meng|Eldad Haber|Frederick Tung|David Begert","2017-10-27 22:06:58","2018-02-01 23:25:10",7,3,"SyJS-OgR-",NA,"1710.10348v2","automatic"
"Distributional Adversarial Networks","[""Chengtao Li"", ""David Alvarez-Melis"", ""Keyulu Xu"", ""Stefanie Jegelka"", ""Suvrit Sra""]","Distributional Adversarial Networks","Chengtao Li|David Alvarez-Melis|Keyulu Xu|Stefanie Jegelka|Suvrit Sra","2017-06-29 02:33:12","2017-07-09 15:47:29",6,3,"SyKoKWbC-",NA,"1706.09549v3","automatic"
"Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization","[""Jiong Zhang"", ""Qi Lei"", ""Inderjit S. Dhillon""]","Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization","Jiong Zhang|Qi Lei|Inderjit S. Dhillon","2018-03-25 20:12:18","2018-03-25 20:12:18",5.66666666666667,3,"SyL9u-WA-",NA,"1803.09327v1","automatic"
"Decoupling the Layers in Residual Networks","[""Ricky Fok"", ""Aijun An"", ""Zana Rashidi"", ""Xiaogang Wang""]",NA,NA,NA,NA,6.33333333333333,3,"SyMvJrdaW",NA,NA,"automatic"
"Adaptive Quantization of Neural Networks","[""Soroosh Khoram"", ""Jing Li""]",NA,NA,NA,NA,6,3,"SyOK1Sg0W",NA,NA,"automatic"
"Variance Regularized Counterfactual Risk Minimization via Variational Divergence Minimization","[""Hang Wu""]",NA,NA,NA,NA,5.33333333333333,3,"SyPMT6gAb",NA,NA,"automatic"
"The power of deeper networks for expressing natural functions","[""David Rolnick"", ""Max Tegmark""]","The power of deeper networks for expressing natural functions","David Rolnick|Max Tegmark","2017-05-16 02:02:24","2018-04-27 17:52:03",6.33333333333333,3,"SyProzZAW",NA,"1705.05502v2","automatic"
"Simple and efficient architecture search for Convolutional Neural Networks","[""Thomas Elsken"", ""Jan Hendrik Metzen"", ""Frank Hutter""]","Simple And Efficient Architecture Search for Convolutional Neural Networks","Thomas Elsken|Jan-Hendrik Metzen|Frank Hutter","2017-11-13 11:23:36","2017-11-13 11:23:36",5,3,"SySaJ0xCZ",NA,"1711.04528v1","automatic"
"On the difference between building and extracting patterns: a causal analysis of deep generative models.","[""Michel Besserve"", ""Dominik Janzing"", ""Bernhard Schoelkopf""]",NA,NA,NA,NA,5.33333333333333,3,"SySisz-CW",NA,NA,"automatic"
"From Information Bottleneck To Activation Norm Penalty","[""Allen Nie"", ""Mihir Mongia"", ""James Zou""]",NA,NA,NA,NA,5,3,"SySpa-Z0Z",NA,NA,"automatic"
"Adversarial Spheres","[""Justin Gilmer"", ""Luke Metz"", ""Fartash Faghri"", ""Sam Schoenholz"", ""Maithra Raghu"", ""Martin Wattenberg"", ""Ian Goodfellow""]","Adversarial Spheres","Justin Gilmer|Luke Metz|Fartash Faghri|Samuel S. Schoenholz|Maithra Raghu|Martin Wattenberg|Ian Goodfellow","2018-01-09 03:24:53","2018-09-10 17:08:27",4,3,"SyUkxxZ0b",NA,"1801.02774v3","automatic"
